survey,survey_n,model_sedimentation_class,threshold_cm,threshold_label,transect,n_meters,positive_meter_positions,negative_meter_positions,positive_area,negative_area,net_positive_area
Con1,1,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST1,51,14,25,0.27450980392156865,0.49019607843137253,-0.21568627450980388
Con1,1,0 cm predicted (outside),0.5,0.5 cm,ST1,51,9,16,0.17647058823529413,0.3137254901960784,-0.1372549019607843
Con1,1,0 cm predicted (outside),1,1.0 cm,ST1,51,4,5,0.0784313725490196,0.09803921568627451,-0.0196078431372549
Con1,1,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST2,51,13,30,0.2549019607843137,0.5882352941176471,-0.33333333333333337
Con1,1,0 cm predicted (outside),0.5,0.5 cm,ST2,51,6,22,0.11764705882352941,0.43137254901960786,-0.3137254901960784
Con1,1,0 cm predicted (outside),1,1.0 cm,ST2,51,1,14,0.0196078431372549,0.27450980392156865,-0.25490196078431376
Con1,1,1.0 cm predicted (dashed red),0.15,0.15 cm (1.5 mm),ST22,51,13,34,0.2549019607843137,0.6666666666666666,-0.4117647058823529
Con1,1,1.0 cm predicted (dashed red),0.5,0.5 cm,ST22,51,7,25,0.13725490196078433,0.49019607843137253,-0.3529411764705882
Con1,1,1.0 cm predicted (dashed red),1,1.0 cm,ST22,51,3,17,0.058823529411764705,0.3333333333333333,-0.2745098039215686
Con1,1,1.5 mm predicted (solid red),0.15,0.15 cm (1.5 mm),ST28,51,21,25,0.4117647058823529,0.49019607843137253,-0.0784313725490196
Con1,1,1.5 mm predicted (solid red),0.5,0.5 cm,ST28,51,11,18,0.21568627450980393,0.35294117647058826,-0.13725490196078433
Con1,1,1.5 mm predicted (solid red),1,1.0 cm,ST28,51,6,6,0.11764705882352941,0.11764705882352941,0
Con1,1,1.0 cm predicted (dashed red),0.15,0.15 cm (1.5 mm),ST31,51,16,34,0.3137254901960784,0.6666666666666666,-0.3529411764705882
Con1,1,1.0 cm predicted (dashed red),0.5,0.5 cm,ST31,51,12,30,0.23529411764705882,0.5882352941176471,-0.35294117647058826
Con1,1,1.0 cm predicted (dashed red),1,1.0 cm,ST31,51,10,20,0.19607843137254902,0.39215686274509803,-0.19607843137254902
Con1,1,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST34,51,29,21,0.5686274509803921,0.4117647058823529,0.1568627450980392
Con1,1,0 cm predicted (outside),0.5,0.5 cm,ST34,51,23,18,0.45098039215686275,0.35294117647058826,0.0980392156862745
Con1,1,0 cm predicted (outside),1,1.0 cm,ST34,51,15,17,0.29411764705882354,0.3333333333333333,-0.039215686274509776
Con1,1,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST35,51,19,21,0.37254901960784315,0.4117647058823529,-0.039215686274509776
Con1,1,0 cm predicted (outside),0.5,0.5 cm,ST35,51,3,12,0.058823529411764705,0.23529411764705882,-0.1764705882352941
Con1,1,0 cm predicted (outside),1,1.0 cm,ST35,51,0,2,0,0.0392156862745098,-0.0392156862745098
Con1,1,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST36,51,13,35,0.2549019607843137,0.6862745098039216,-0.43137254901960786
Con1,1,0 cm predicted (outside),0.5,0.5 cm,ST36,51,10,25,0.19607843137254902,0.49019607843137253,-0.2941176470588235
Con1,1,0 cm predicted (outside),1,1.0 cm,ST36,51,4,17,0.0784313725490196,0.3333333333333333,-0.2549019607843137
Con1,1,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST38,51,15,32,0.29411764705882354,0.6274509803921569,-0.3333333333333333
Con1,1,0 cm predicted (outside),0.5,0.5 cm,ST38,51,3,25,0.058823529411764705,0.49019607843137253,-0.4313725490196078
Con1,1,0 cm predicted (outside),1,1.0 cm,ST38,51,0,13,0,0.2549019607843137,-0.2549019607843137
Con1,1,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST4,51,12,34,0.23529411764705882,0.6666666666666666,-0.4313725490196078
Con1,1,0 cm predicted (outside),0.5,0.5 cm,ST4,51,11,28,0.21568627450980393,0.5490196078431373,-0.33333333333333337
Con1,1,0 cm predicted (outside),1,1.0 cm,ST4,51,9,22,0.17647058823529413,0.43137254901960786,-0.2549019607843137
Con1,1,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST40,51,20,18,0.39215686274509803,0.35294117647058826,0.039215686274509776
Con1,1,0 cm predicted (outside),0.5,0.5 cm,ST40,51,9,5,0.17647058823529413,0.09803921568627451,0.07843137254901962
Con1,1,0 cm predicted (outside),1,1.0 cm,ST40,51,3,1,0.058823529411764705,0.0196078431372549,0.0392156862745098
Con1,1,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST45,51,7,35,0.13725490196078433,0.6862745098039216,-0.5490196078431373
Con1,1,0 cm predicted (outside),0.5,0.5 cm,ST45,51,5,14,0.09803921568627451,0.27450980392156865,-0.17647058823529416
Con1,1,0 cm predicted (outside),1,1.0 cm,ST45,51,3,4,0.058823529411764705,0.0784313725490196,-0.0196078431372549
Con1,1,1.5 mm predicted (solid red),0.15,0.15 cm (1.5 mm),ST5,51,20,26,0.39215686274509803,0.5098039215686274,-0.11764705882352938
Con1,1,1.5 mm predicted (solid red),0.5,0.5 cm,ST5,51,10,15,0.19607843137254902,0.29411764705882354,-0.09803921568627452
Con1,1,1.5 mm predicted (solid red),1,1.0 cm,ST5,51,5,9,0.09803921568627451,0.17647058823529413,-0.07843137254901962
Con2,2,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST1,51,12,29,0.23529411764705882,0.5686274509803921,-0.3333333333333333
Con2,2,0 cm predicted (outside),0.5,0.5 cm,ST1,51,6,16,0.11764705882352941,0.3137254901960784,-0.19607843137254902
Con2,2,0 cm predicted (outside),1,1.0 cm,ST1,51,3,6,0.058823529411764705,0.11764705882352941,-0.058823529411764705
Con2,2,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST2,51,12,31,0.23529411764705882,0.6078431372549019,-0.3725490196078431
Con2,2,0 cm predicted (outside),0.5,0.5 cm,ST2,51,3,24,0.058823529411764705,0.47058823529411764,-0.4117647058823529
Con2,2,0 cm predicted (outside),1,1.0 cm,ST2,51,2,13,0.0392156862745098,0.2549019607843137,-0.2156862745098039
Con2,2,1.0 cm predicted (dashed red),0.15,0.15 cm (1.5 mm),ST22,51,8,40,0.1568627450980392,0.7843137254901961,-0.6274509803921569
Con2,2,1.0 cm predicted (dashed red),0.5,0.5 cm,ST22,51,4,38,0.0784313725490196,0.7450980392156863,-0.6666666666666667
Con2,2,1.0 cm predicted (dashed red),1,1.0 cm,ST22,51,1,29,0.0196078431372549,0.5686274509803921,-0.5490196078431372
Con2,2,1.5 mm predicted (solid red),0.15,0.15 cm (1.5 mm),ST28,51,30,17,0.5882352941176471,0.3333333333333333,0.25490196078431376
Con2,2,1.5 mm predicted (solid red),0.5,0.5 cm,ST28,51,26,10,0.5098039215686274,0.19607843137254902,0.3137254901960784
Con2,2,1.5 mm predicted (solid red),1,1.0 cm,ST28,51,14,3,0.27450980392156865,0.058823529411764705,0.21568627450980393
Con2,2,1.0 cm predicted (dashed red),0.15,0.15 cm (1.5 mm),ST31,51,22,27,0.43137254901960786,0.5294117647058824,-0.0980392156862745
Con2,2,1.0 cm predicted (dashed red),0.5,0.5 cm,ST31,51,15,21,0.29411764705882354,0.4117647058823529,-0.11764705882352938
Con2,2,1.0 cm predicted (dashed red),1,1.0 cm,ST31,51,11,15,0.21568627450980393,0.29411764705882354,-0.0784313725490196
Con2,2,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST34,51,18,30,0.35294117647058826,0.5882352941176471,-0.23529411764705882
Con2,2,0 cm predicted (outside),0.5,0.5 cm,ST34,51,13,22,0.2549019607843137,0.43137254901960786,-0.17647058823529416
Con2,2,0 cm predicted (outside),1,1.0 cm,ST34,51,9,16,0.17647058823529413,0.3137254901960784,-0.1372549019607843
Con2,2,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST35,51,9,24,0.17647058823529413,0.47058823529411764,-0.2941176470588235
Con2,2,0 cm predicted (outside),0.5,0.5 cm,ST35,51,1,13,0.0196078431372549,0.2549019607843137,-0.23529411764705882
Con2,2,0 cm predicted (outside),1,1.0 cm,ST35,51,0,4,0,0.0784313725490196,-0.0784313725490196
Con2,2,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST36,51,11,38,0.21568627450980393,0.7450980392156863,-0.5294117647058824
Con2,2,0 cm predicted (outside),0.5,0.5 cm,ST36,51,8,31,0.1568627450980392,0.6078431372549019,-0.4509803921568627
Con2,2,0 cm predicted (outside),1,1.0 cm,ST36,51,5,25,0.09803921568627451,0.49019607843137253,-0.39215686274509803
Con2,2,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST38,51,6,42,0.11764705882352941,0.8235294117647058,-0.7058823529411764
Con2,2,0 cm predicted (outside),0.5,0.5 cm,ST38,51,1,30,0.0196078431372549,0.5882352941176471,-0.5686274509803921
Con2,2,0 cm predicted (outside),1,1.0 cm,ST38,51,0,17,0,0.3333333333333333,-0.3333333333333333
Con2,2,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST4,51,17,25,0.3333333333333333,0.49019607843137253,-0.1568627450980392
Con2,2,0 cm predicted (outside),0.5,0.5 cm,ST4,51,11,21,0.21568627450980393,0.4117647058823529,-0.196078431372549
Con2,2,0 cm predicted (outside),1,1.0 cm,ST4,51,5,13,0.09803921568627451,0.2549019607843137,-0.1568627450980392
Con2,2,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST40,51,16,25,0.3137254901960784,0.49019607843137253,-0.1764705882352941
Con2,2,0 cm predicted (outside),0.5,0.5 cm,ST40,51,5,8,0.09803921568627451,0.1568627450980392,-0.058823529411764705
Con2,2,0 cm predicted (outside),1,1.0 cm,ST40,51,2,2,0.0392156862745098,0.0392156862745098,0
Con2,2,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST45,51,14,27,0.27450980392156865,0.5294117647058824,-0.2549019607843137
Con2,2,0 cm predicted (outside),0.5,0.5 cm,ST45,51,4,10,0.0784313725490196,0.19607843137254902,-0.11764705882352941
Con2,2,0 cm predicted (outside),1,1.0 cm,ST45,51,1,3,0.0196078431372549,0.058823529411764705,-0.0392156862745098
Con2,2,1.5 mm predicted (solid red),0.15,0.15 cm (1.5 mm),ST5,51,17,22,0.3333333333333333,0.43137254901960786,-0.09803921568627455
Con2,2,1.5 mm predicted (solid red),0.5,0.5 cm,ST5,51,10,13,0.19607843137254902,0.2549019607843137,-0.05882352941176469
Con2,2,1.5 mm predicted (solid red),1,1.0 cm,ST5,51,4,8,0.0784313725490196,0.1568627450980392,-0.0784313725490196
Con3,3,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST1,51,17,26,0.3333333333333333,0.5098039215686274,-0.1764705882352941
Con3,3,0 cm predicted (outside),0.5,0.5 cm,ST1,51,8,14,0.1568627450980392,0.27450980392156865,-0.11764705882352944
Con3,3,0 cm predicted (outside),1,1.0 cm,ST1,51,4,6,0.0784313725490196,0.11764705882352941,-0.0392156862745098
Con3,3,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST2,51,4,34,0.0784313725490196,0.6666666666666666,-0.588235294117647
Con3,3,0 cm predicted (outside),0.5,0.5 cm,ST2,51,0,21,0,0.4117647058823529,-0.4117647058823529
Con3,3,0 cm predicted (outside),1,1.0 cm,ST2,51,0,12,0,0.23529411764705882,-0.23529411764705882
Con3,3,1.0 cm predicted (dashed red),0.15,0.15 cm (1.5 mm),ST22,51,9,41,0.17647058823529413,0.803921568627451,-0.6274509803921569
Con3,3,1.0 cm predicted (dashed red),0.5,0.5 cm,ST22,51,5,34,0.09803921568627451,0.6666666666666666,-0.5686274509803921
Con3,3,1.0 cm predicted (dashed red),1,1.0 cm,ST22,51,3,25,0.058823529411764705,0.49019607843137253,-0.4313725490196078
Con3,3,1.5 mm predicted (solid red),0.15,0.15 cm (1.5 mm),ST28,51,20,24,0.39215686274509803,0.47058823529411764,-0.0784313725490196
Con3,3,1.5 mm predicted (solid red),0.5,0.5 cm,ST28,51,16,16,0.3137254901960784,0.3137254901960784,0
Con3,3,1.5 mm predicted (solid red),1,1.0 cm,ST28,51,10,7,0.19607843137254902,0.13725490196078433,0.05882352941176469
Con3,3,1.0 cm predicted (dashed red),0.15,0.15 cm (1.5 mm),ST31,51,14,33,0.27450980392156865,0.6470588235294118,-0.37254901960784315
Con3,3,1.0 cm predicted (dashed red),0.5,0.5 cm,ST31,51,12,25,0.23529411764705882,0.49019607843137253,-0.2549019607843137
Con3,3,1.0 cm predicted (dashed red),1,1.0 cm,ST31,51,9,19,0.17647058823529413,0.37254901960784315,-0.19607843137254902
Con3,3,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST34,51,22,24,0.43137254901960786,0.47058823529411764,-0.039215686274509776
Con3,3,0 cm predicted (outside),0.5,0.5 cm,ST34,51,11,21,0.21568627450980393,0.4117647058823529,-0.196078431372549
Con3,3,0 cm predicted (outside),1,1.0 cm,ST34,51,10,17,0.19607843137254902,0.3333333333333333,-0.1372549019607843
Con3,3,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST35,51,15,27,0.29411764705882354,0.5294117647058824,-0.23529411764705882
Con3,3,0 cm predicted (outside),0.5,0.5 cm,ST35,51,2,15,0.0392156862745098,0.29411764705882354,-0.2549019607843137
Con3,3,0 cm predicted (outside),1,1.0 cm,ST35,51,0,6,0,0.11764705882352941,-0.11764705882352941
Con3,3,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST36,51,13,34,0.2549019607843137,0.6666666666666666,-0.4117647058823529
Con3,3,0 cm predicted (outside),0.5,0.5 cm,ST36,51,9,29,0.17647058823529413,0.5686274509803921,-0.392156862745098
Con3,3,0 cm predicted (outside),1,1.0 cm,ST36,51,4,22,0.0784313725490196,0.43137254901960786,-0.35294117647058826
Con3,3,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST38,51,6,34,0.11764705882352941,0.6666666666666666,-0.5490196078431372
Con3,3,0 cm predicted (outside),0.5,0.5 cm,ST38,51,0,25,0,0.49019607843137253,-0.49019607843137253
Con3,3,0 cm predicted (outside),1,1.0 cm,ST38,51,0,15,0,0.29411764705882354,-0.29411764705882354
Con3,3,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST4,51,15,31,0.29411764705882354,0.6078431372549019,-0.31372549019607837
Con3,3,0 cm predicted (outside),0.5,0.5 cm,ST4,51,9,24,0.17647058823529413,0.47058823529411764,-0.2941176470588235
Con3,3,0 cm predicted (outside),1,1.0 cm,ST4,51,3,13,0.058823529411764705,0.2549019607843137,-0.196078431372549
Con3,3,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST40,51,11,27,0.21568627450980393,0.5294117647058824,-0.3137254901960784
Con3,3,0 cm predicted (outside),0.5,0.5 cm,ST40,51,4,11,0.0784313725490196,0.21568627450980393,-0.13725490196078433
Con3,3,0 cm predicted (outside),1,1.0 cm,ST40,51,4,3,0.0784313725490196,0.058823529411764705,0.0196078431372549
Con3,3,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST45,51,11,31,0.21568627450980393,0.6078431372549019,-0.392156862745098
Con3,3,0 cm predicted (outside),0.5,0.5 cm,ST45,51,7,13,0.13725490196078433,0.2549019607843137,-0.11764705882352938
Con3,3,0 cm predicted (outside),1,1.0 cm,ST45,51,4,1,0.0784313725490196,0.0196078431372549,0.058823529411764705
Con3,3,1.5 mm predicted (solid red),0.15,0.15 cm (1.5 mm),ST5,51,21,22,0.4117647058823529,0.43137254901960786,-0.019607843137254943
Con3,3,1.5 mm predicted (solid red),0.5,0.5 cm,ST5,51,8,10,0.1568627450980392,0.19607843137254902,-0.0392156862745098
Con3,3,1.5 mm predicted (solid red),1,1.0 cm,ST5,51,3,7,0.058823529411764705,0.13725490196078433,-0.07843137254901962
Con4,4,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST1,51,15,28,0.29411764705882354,0.5490196078431373,-0.25490196078431376
Con4,4,0 cm predicted (outside),0.5,0.5 cm,ST1,51,10,12,0.19607843137254902,0.23529411764705882,-0.0392156862745098
Con4,4,0 cm predicted (outside),1,1.0 cm,ST1,51,3,7,0.058823529411764705,0.13725490196078433,-0.07843137254901962
Con4,4,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST2,51,9,35,0.17647058823529413,0.6862745098039216,-0.5098039215686274
Con4,4,0 cm predicted (outside),0.5,0.5 cm,ST2,51,5,23,0.09803921568627451,0.45098039215686275,-0.35294117647058826
Con4,4,0 cm predicted (outside),1,1.0 cm,ST2,51,3,12,0.058823529411764705,0.23529411764705882,-0.1764705882352941
Con4,4,1.0 cm predicted (dashed red),0.15,0.15 cm (1.5 mm),ST22,51,11,34,0.21568627450980393,0.6666666666666666,-0.4509803921568627
Con4,4,1.0 cm predicted (dashed red),0.5,0.5 cm,ST22,51,9,26,0.17647058823529413,0.5098039215686274,-0.33333333333333326
Con4,4,1.0 cm predicted (dashed red),1,1.0 cm,ST22,51,5,24,0.09803921568627451,0.47058823529411764,-0.37254901960784315
Con4,4,1.5 mm predicted (solid red),0.15,0.15 cm (1.5 mm),ST28,51,19,23,0.37254901960784315,0.45098039215686275,-0.0784313725490196
Con4,4,1.5 mm predicted (solid red),0.5,0.5 cm,ST28,51,13,12,0.2549019607843137,0.23529411764705882,0.019607843137254888
Con4,4,1.5 mm predicted (solid red),1,1.0 cm,ST28,51,8,7,0.1568627450980392,0.13725490196078433,0.019607843137254888
Con4,4,1.0 cm predicted (dashed red),0.15,0.15 cm (1.5 mm),ST31,51,20,28,0.39215686274509803,0.5490196078431373,-0.15686274509803927
Con4,4,1.0 cm predicted (dashed red),0.5,0.5 cm,ST31,51,16,22,0.3137254901960784,0.43137254901960786,-0.11764705882352944
Con4,4,1.0 cm predicted (dashed red),1,1.0 cm,ST31,51,9,19,0.17647058823529413,0.37254901960784315,-0.19607843137254902
Con4,4,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST34,51,17,31,0.3333333333333333,0.6078431372549019,-0.2745098039215686
Con4,4,0 cm predicted (outside),0.5,0.5 cm,ST34,51,13,29,0.2549019607843137,0.5686274509803921,-0.3137254901960784
Con4,4,0 cm predicted (outside),1,1.0 cm,ST34,51,9,18,0.17647058823529413,0.35294117647058826,-0.17647058823529413
Con4,4,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST35,51,2,30,0.0392156862745098,0.5882352941176471,-0.5490196078431373
Con4,4,0 cm predicted (outside),0.5,0.5 cm,ST35,51,1,17,0.0196078431372549,0.3333333333333333,-0.3137254901960784
Con4,4,0 cm predicted (outside),1,1.0 cm,ST35,51,0,8,0,0.1568627450980392,-0.1568627450980392
Con4,4,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST36,51,8,41,0.1568627450980392,0.803921568627451,-0.6470588235294118
Con4,4,0 cm predicted (outside),0.5,0.5 cm,ST36,51,3,33,0.058823529411764705,0.6470588235294118,-0.5882352941176471
Con4,4,0 cm predicted (outside),1,1.0 cm,ST36,51,3,26,0.058823529411764705,0.5098039215686274,-0.4509803921568627
Con4,4,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST38,51,8,36,0.1568627450980392,0.7058823529411765,-0.5490196078431373
Con4,4,0 cm predicted (outside),0.5,0.5 cm,ST38,51,2,25,0.0392156862745098,0.49019607843137253,-0.4509803921568627
Con4,4,0 cm predicted (outside),1,1.0 cm,ST38,51,0,14,0,0.27450980392156865,-0.27450980392156865
Con4,4,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST4,51,19,26,0.37254901960784315,0.5098039215686274,-0.13725490196078427
Con4,4,0 cm predicted (outside),0.5,0.5 cm,ST4,51,11,19,0.21568627450980393,0.37254901960784315,-0.1568627450980392
Con4,4,0 cm predicted (outside),1,1.0 cm,ST4,51,7,15,0.13725490196078433,0.29411764705882354,-0.1568627450980392
Con4,4,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST40,51,16,24,0.3137254901960784,0.47058823529411764,-0.1568627450980392
Con4,4,0 cm predicted (outside),0.5,0.5 cm,ST40,51,3,9,0.058823529411764705,0.17647058823529413,-0.11764705882352942
Con4,4,0 cm predicted (outside),1,1.0 cm,ST40,51,2,3,0.0392156862745098,0.058823529411764705,-0.0196078431372549
Con4,4,0 cm predicted (outside),0.15,0.15 cm (1.5 mm),ST45,51,15,29,0.29411764705882354,0.5686274509803921,-0.2745098039215686
