date,survey,survey_n,transect_type,transect,model_sedimentation_class,n_meters,transect_mean_depth_cm,transect_mean_baseline_cm,transect_mean_delta_cm,max_meter_mean_delta_cm,max_raw_delta_cm,n_meters_mean_gt_1cm,pct_meters_mean_gt_1cm,sedimentation_impact,main_50m_sedimentation_impact
2026-01-15,Con8,8,Permanent,ST35,0 cm predicted (outside),51,0.12418300653594773,0.49346405228758167,-0.36928104575163395,0.33333333333333337,1.5,0,0,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST36,0 cm predicted (outside),51,0.9052287581699346,1.7352941176470589,-0.8300653594771242,3,4.833333333333334,4,0.0784313725490196,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST38,0 cm predicted (outside),51,0.5588235294117647,0.8790849673202614,-0.3202614379084967,1.1666666666666665,3.666666666666667,2,0.0392156862745098,FALSE,TRUE
2026-01-15,Con8,8,Permanent,ST4,0 cm predicted (outside),51,1.2777777777777777,1.6993464052287581,-0.42156862745098045,5.666666666666666,9.333333333333334,9,0.17647058823529413,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST40,0 cm predicted (outside),51,0.20261437908496727,0.4967320261437908,-0.29411764705882354,0.8333333333333334,2,0,0,FALSE,FALSE
2026-01-15,Con8,8,Permanent,ST45,0 cm predicted (outside),51,0.46078431372549017,0.5816993464052287,-0.12091503267973852,1.9999999999999996,6,2,0.0392156862745098,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST22,1.0 cm predicted (dashed red),51,1.526143790849673,2.1797385620915035,-0.6535947712418304,2.666666666666667,6.166666666666666,8,0.1568627450980392,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST31,1.0 cm predicted (dashed red),51,2.441176470588235,2.104575163398693,0.3366013071895422,7.666666666666666,11.166666666666666,14,0.27450980392156865,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST28,1.5 mm predicted (solid red),51,2.2516339869281046,0.8006535947712418,1.450980392156863,11.833333333333332,12.666666666666666,20,0.39215686274509803,TRUE,FALSE
2026-01-24,Con9,9,Permanent,ST1,0 cm predicted (outside),51,0.565359477124183,0.6274509803921569,-0.06209150326797386,1.6666666666666665,4.5,5,0.09803921568627451,FALSE,TRUE
2026-01-24,Con9,9,Permanent,ST2,0 cm predicted (outside),51,0.16993464052287582,0.8398692810457516,-0.6699346405228759,1.1666666666666667,3.5,1,0.0196078431372549,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST34,0 cm predicted (outside),51,1.9934640522875817,1.5686274509803921,0.4248366013071896,3.3333333333333335,7.666666666666667,18,0.35294117647058826,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST35,0 cm predicted (outside),51,0.3398692810457516,0.49346405228758167,-0.15359477124183007,1,2.5,1,0.0196078431372549,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST36,0 cm predicted (outside),51,1.3006535947712419,1.7352941176470589,-0.434640522875817,2.333333333333333,5.333333333333334,9,0.17647058823529413,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST38,0 cm predicted (outside),51,0.28431372549019607,0.8790849673202614,-0.5947712418300654,0.6666666666666666,2.5,0,0,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST4,0 cm predicted (outside),51,1.1764705882352942,1.6993464052287581,-0.522875816993464,2,7.333333333333333,8,0.1568627450980392,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST40,0 cm predicted (outside),51,0.5032679738562091,0.4967320261437908,0.006535947712418333,2.8333333333333335,6.833333333333333,2,0.0392156862745098,FALSE,FALSE
2026-01-24,Con9,9,Permanent,ST45,0 cm predicted (outside),51,0.6339869281045751,0.5816993464052287,0.05228758169934644,2,5.666666666666666,4,0.0784313725490196,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST22,1.0 cm predicted (dashed red),51,1.8006535947712419,2.1797385620915035,-0.37908496732026165,3.166666666666667,8.5,11,0.21568627450980393,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST31,1.0 cm predicted (dashed red),51,2.444444444444444,2.104575163398693,0.3398692810457513,5.333333333333332,9.833333333333334,17,0.3333333333333333,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST28,1.5 mm predicted (solid red),51,1.1111111111111112,0.8006535947712418,0.3104575163398694,3,5,13,0.2549019607843137,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST5,1.5 mm predicted (solid red),51,0.32026143790849676,0.5849673202614379,-0.2647058823529412,1.5,4.5,6,0.11764705882352941,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST1,0 cm predicted (outside),51,0.4771241830065359,0.6274509803921569,-0.15032679738562094,2.833333333333333,6.166666666666667,2,0.0392156862745098,FALSE,TRUE
2026-02-05,Con10,10,Permanent,ST2,0 cm predicted (outside),51,0.26143790849673204,0.8398692810457516,-0.5784313725490196,1.3333333333333333,3.5,5,0.09803921568627451,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST34,0 cm predicted (outside),51,1.0947712418300655,1.5686274509803921,-0.47385620915032667,3.0000000000000004,7.333333333333334,7,0.13725490196078433,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST35,0 cm predicted (outside),51,0.37254901960784303,0.49346405228758167,-0.12091503267973863,1.8333333333333333,3.6666666666666665,8,0.1568627450980392,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST36,0 cm predicted (outside),51,0.5882352941176471,1.7352941176470589,-1.1470588235294117,2.5,8.166666666666666,1,0.0196078431372549,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST38,0 cm predicted (outside),51,0.5620915032679739,0.8790849673202614,-0.31699346405228757,1.5,4.166666666666667,1,0.0196078431372549,FALSE,TRUE
2026-02-05,Con10,10,Permanent,ST4,0 cm predicted (outside),51,1.8104575163398693,1.6993464052287581,0.11111111111111116,5.666666666666667,14.666666666666668,14,0.27450980392156865,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST40,0 cm predicted (outside),51,0.3104575163398693,0.4967320261437908,-0.18627450980392152,1,2.3333333333333335,1,0.0196078431372549,FALSE,FALSE
2026-02-05,Con10,10,Permanent,ST45,0 cm predicted (outside),51,0.5163398692810457,0.5816993464052287,-0.065359477124183,2.6666666666666665,4.833333333333333,4,0.0784313725490196,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST22,1.0 cm predicted (dashed red),51,2.042483660130719,2.1797385620915035,-0.13725490196078471,6,15,15,0.29411764705882354,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST31,1.0 cm predicted (dashed red),51,2.241830065359477,2.104575163398693,0.13725490196078427,2.8333333333333335,8.5,16,0.3137254901960784,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST28,1.5 mm predicted (solid red),51,1.4084967320261437,0.8006535947712418,0.6078431372549019,3.5,6.5,16,0.3137254901960784,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST5,1.5 mm predicted (solid red),51,0.45751633986928103,0.5849673202614379,-0.1274509803921569,2.1666666666666665,5,3,0.058823529411764705,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST1,0 cm predicted (outside),51,0.4901960784313726,0.6274509803921569,-0.13725490196078427,1.6666666666666665,4.166666666666667,2,0.0392156862745098,FALSE,TRUE
2026-02-12,Con11,11,Permanent,ST2,0 cm predicted (outside),51,0.16013071895424835,0.8398692810457516,-0.6797385620915033,1.1666666666666665,5.166666666666667,1,0.0196078431372549,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST34,0 cm predicted (outside),51,1.2058823529411764,1.5686274509803921,-0.36274509803921573,4.333333333333333,8.333333333333334,9,0.17647058823529413,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST35,0 cm predicted (outside),51,0.23529411764705882,0.49346405228758167,-0.25816993464052285,1.5,2.5,1,0.0196078431372549,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST36,0 cm predicted (outside),51,0.9444444444444444,1.7352941176470589,-0.7908496732026145,2.166666666666667,7,3,0.058823529411764705,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST38,0 cm predicted (outside),51,0.5196078431372549,0.8790849673202614,-0.3594771241830065,2.8333333333333335,5.833333333333333,2,0.0392156862745098,FALSE,TRUE
2026-02-12,Con11,11,Permanent,ST4,0 cm predicted (outside),51,1.441176470588235,1.6993464052287581,-0.25816993464052307,5.5,12.166666666666668,13,0.2549019607843137,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST40,0 cm predicted (outside),51,0.4215686274509804,0.4967320261437908,-0.07516339869281041,1.3333333333333333,3.1666666666666665,1,0.0196078431372549,FALSE,FALSE
2026-02-12,Con11,11,Permanent,ST45,0 cm predicted (outside),51,0.6437908496732027,0.5816993464052287,0.06209150326797397,2,3.3333333333333335,4,0.0784313725490196,FALSE,FALSE
2026-02-20,Con12,12,Permanent,ST22,1.0 cm predicted (dashed red),51,1.4019607843137254,2.1797385620915035,-0.7777777777777781,2.5000000000000004,7.166666666666667,8,0.1568627450980392,FALSE,FALSE
2026-02-20,Con12,12,Permanent,ST31,1.0 cm predicted (dashed red),51,1.9477124183006536,2.104575163398693,-0.15686274509803932,3.9999999999999996,10.333333333333334,12,0.23529411764705882,FALSE,FALSE
2026-02-20,Con12,12,Permanent,ST28,1.5 mm predicted (solid red),51,1.5751633986928104,0.8006535947712418,0.7745098039215687,8.333333333333332,10.166666666666666,14,0.27450980392156865,FALSE,FALSE
2026-02-20,Con12,12,Permanent,ST5,1.5 mm predicted (solid red),51,0.6633986928104575,0.5849673202614379,0.07843137254901955,1.8333333333333333,5.833333333333333,5,0.09803921568627451,FALSE,FALSE
2026-02-20,Con12,12,Permanent,ST1,0 cm predicted (outside),51,0.5261437908496732,0.6274509803921569,-0.10130718954248363,3,7.666666666666667,3,0.058823529411764705,FALSE,TRUE
2026-02-20,Con12,12,Permanent,ST2,0 cm predicted (outside),51,0.3790849673202614,0.8398692810457516,-0.4607843137254902,1.5,6.166666666666667,4,0.0784313725490196,FALSE,FALSE
2026-02-20,Con12,12,Permanent,ST34,0 cm predicted (outside),51,1.1045751633986927,1.5686274509803921,-0.4640522875816995,3.1666666666666665,7.5,8,0.1568627450980392,FALSE,FALSE
2026-02-20,Con12,12,Permanent,ST35,0 cm predicted (outside),51,0.11111111111111109,0.49346405228758167,-0.38235294117647056,0.8333333333333334,1.8333333333333333,0,0,FALSE,FALSE
2026-02-20,Con12,12,Permanent,ST36,0 cm predicted (outside),51,0.7549019607843137,1.7352941176470589,-0.9803921568627452,2.9999999999999996,4.833333333333333,2,0.0392156862745098,FALSE,FALSE
2026-02-20,Con12,12,Permanent,ST38,0 cm predicted (outside),51,0.3758169934640523,0.8790849673202614,-0.5032679738562091,1.5,3.166666666666667,1,0.0196078431372549,FALSE,TRUE
2026-02-20,Con12,12,Permanent,ST4,0 cm predicted (outside),51,1.245098039215686,1.6993464052287581,-0.45424836601307206,3.833333333333333,7.666666666666666,7,0.13725490196078433,FALSE,FALSE
2026-02-20,Con12,12,Permanent,ST40,0 cm predicted (outside),51,0.3006535947712418,0.4967320261437908,-0.196078431372549,1,2.8333333333333335,1,0.0196078431372549,FALSE,FALSE
2026-02-20,Con12,12,Permanent,ST45,0 cm predicted (outside),51,0.42810457516339867,0.5816993464052287,-0.15359477124183002,1.6666666666666667,4.333333333333333,2,0.0392156862745098,FALSE,FALSE
2026-03-10,Con20,20,Permanent,ST22,1.0 cm predicted (dashed red),51,1.3888888888888888,2.1797385620915035,-0.7908496732026147,4.333333333333334,13.166666666666666,6,0.11764705882352941,FALSE,FALSE
2026-03-10,Con20,20,Permanent,ST31,1.0 cm predicted (dashed red),51,1.6928104575163399,2.104575163398693,-0.41176470588235303,4.166666666666667,6.166666666666666,11,0.21568627450980393,FALSE,FALSE
2026-03-10,Con20,20,Permanent,ST28,1.5 mm predicted (solid red),51,0.911764705882353,0.8006535947712418,0.11111111111111127,5.666666666666667,8.666666666666666,9,0.17647058823529413,FALSE,FALSE
2026-03-10,Con20,20,Permanent,ST5,1.5 mm predicted (solid red),51,0.8235294117647058,0.5849673202614379,0.2385620915032679,2.1666666666666665,5.5,9,0.17647058823529413,FALSE,FALSE
2026-03-10,Con20,20,Permanent,ST1,0 cm predicted (outside),51,0.6405228758169934,0.6274509803921569,0.013071895424836555,2.5,6,4,0.0784313725490196,FALSE,TRUE
2026-03-10,Con20,20,Permanent,ST2,0 cm predicted (outside),51,0.37254901960784315,0.8398692810457516,-0.4673202614379085,1.3333333333333333,4.666666666666667,2,0.0392156862745098,FALSE,FALSE
2026-03-10,Con20,20,Permanent,ST34,0 cm predicted (outside),51,1.042483660130719,1.5686274509803921,-0.5261437908496731,3.3333333333333335,6.5,6,0.11764705882352941,FALSE,FALSE
2026-03-10,Con20,20,Permanent,ST35,0 cm predicted (outside),51,0.1437908496732026,0.49346405228758167,-0.34967320261437906,0.5,1,0,0,FALSE,FALSE
2026-03-10,Con20,20,Permanent,ST36,0 cm predicted (outside),51,1.3366013071895424,1.7352941176470589,-0.3986928104575165,2.833333333333333,8.166666666666666,5,0.09803921568627451,FALSE,FALSE
2026-03-10,Con20,20,Permanent,ST38,0 cm predicted (outside),51,0.5751633986928104,0.8790849673202614,-0.303921568627451,1.6666666666666665,3.8333333333333335,2,0.0392156862745098,FALSE,TRUE
2026-03-10,Con20,20,Permanent,ST4,0 cm predicted (outside),51,1.1045751633986929,1.6993464052287581,-0.5947712418300652,2.5,9.666666666666666,8,0.1568627450980392,FALSE,FALSE
2026-03-10,Con20,20,Permanent,ST40,0 cm predicted (outside),51,0.43790849673202614,0.4967320261437908,-0.05882352941176466,2,6.5,2,0.0392156862745098,FALSE,FALSE
2026-03-10,Con20,20,Permanent,ST45,0 cm predicted (outside),51,0.4215686274509804,0.5816993464052287,-0.1601307189542483,1.6666666666666667,3.8333333333333335,2,0.0392156862745098,FALSE,FALSE
2026-03-24,Con22,22,Permanent,ST22,1.0 cm predicted (dashed red),51,1.4379084967320261,2.1797385620915035,-0.7418300653594774,2.833333333333333,6.666666666666667,6,0.11764705882352941,FALSE,FALSE
2026-03-24,Con22,22,Permanent,ST31,1.0 cm predicted (dashed red),51,1.5130718954248366,2.104575163398693,-0.5915032679738563,1.5000000000000004,5.666666666666667,8,0.1568627450980392,FALSE,FALSE
2026-03-24,Con22,22,Permanent,ST28,1.5 mm predicted (solid red),51,1.2745098039215688,0.8006535947712418,0.473856209150327,7.500000000000001,10.166666666666666,10,0.19607843137254902,FALSE,FALSE
2026-03-24,Con22,22,Permanent,ST5,1.5 mm predicted (solid red),51,0.5032679738562091,0.5849673202614379,-0.0816993464052288,1.1666666666666667,3.8333333333333335,3,0.058823529411764705,FALSE,FALSE
2026-03-24,Con22,22,Permanent,ST1,0 cm predicted (outside),51,0.6633986928104575,0.6274509803921569,0.03594771241830064,2.5,7.5,5,0.09803921568627451,FALSE,TRUE
2026-03-24,Con22,22,Permanent,ST2,0 cm predicted (outside),51,0.4444444444444445,0.8398692810457516,-0.3954248366013072,1,4.166666666666667,1,0.0196078431372549,FALSE,FALSE
2026-03-24,Con22,22,Permanent,ST34,0 cm predicted (outside),51,1.4019607843137256,1.5686274509803921,-0.16666666666666652,3.666666666666667,9,10,0.19607843137254902,FALSE,FALSE
2026-03-24,Con22,22,Permanent,ST35,0 cm predicted (outside),51,0.26143790849673204,0.49346405228758167,-0.23202614379084963,1,1.8333333333333333,1,0.0196078431372549,FALSE,FALSE
2026-03-24,Con22,22,Permanent,ST36,0 cm predicted (outside),51,1.2745098039215688,1.7352941176470589,-0.4607843137254901,5.833333333333334,11.833333333333334,9,0.17647058823529413,FALSE,FALSE
2026-03-24,Con22,22,Permanent,ST38,0 cm predicted (outside),51,0.5882352941176471,0.8790849673202614,-0.29084967320261434,1.3333333333333335,4.166666666666667,2,0.0392156862745098,FALSE,TRUE
2026-03-24,Con22,22,Permanent,ST4,0 cm predicted (outside),51,1.5163398692810457,1.6993464052287581,-0.18300653594771243,3.166666666666667,11,9,0.17647058823529413,FALSE,FALSE
2026-03-24,Con22,22,Permanent,ST40,0 cm predicted (outside),51,0.42156862745098034,0.4967320261437908,-0.07516339869281047,2.8333333333333335,4.5,1,0.0196078431372549,FALSE,FALSE
2026-03-24,Con22,22,Permanent,ST45,0 cm predicted (outside),51,0.6535947712418301,0.5816993464052287,0.07189542483660138,1.3333333333333335,3.1666666666666665,7,0.13725490196078433,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST22,1.0 cm predicted (dashed red),51,1.4542483660130718,2.1797385620915035,-0.7254901960784317,4.333333333333334,9.666666666666666,6,0.11764705882352941,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST31,1.0 cm predicted (dashed red),51,1.588235294117647,2.104575163398693,-0.5163398692810459,3.666666666666666,6.666666666666666,8,0.1568627450980392,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST28,1.5 mm predicted (solid red),51,0.41830065359477125,0.8006535947712418,-0.3823529411764705,3.3333333333333335,9.5,2,0.0392156862745098,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST5,1.5 mm predicted (solid red),51,0.7124183006535947,0.5849673202614379,0.12745098039215674,1.6666666666666665,6,11,0.21568627450980393,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST1,0 cm predicted (outside),51,0.40522875816993464,0.6274509803921569,-0.2222222222222222,0.6666666666666667,2,0,0,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST2,0 cm predicted (outside),51,0.40196078431372545,0.8398692810457516,-0.4379084967320262,2.6666666666666665,4.166666666666667,3,0.058823529411764705,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST34,0 cm predicted (outside),51,1.3366013071895426,1.5686274509803921,-0.23202614379084952,4.166666666666667,7,10,0.19607843137254902,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST35,0 cm predicted (outside),51,0.06862745098039216,0.49346405228758167,-0.4248366013071895,1.1666666666666665,3.8333333333333335,1,0.0196078431372549,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST36,0 cm predicted (outside),51,0.9738562091503268,1.7352941176470589,-0.7614379084967321,2.333333333333333,4.5,4,0.0784313725490196,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST38,0 cm predicted (outside),51,0.32679738562091504,0.8790849673202614,-0.5522875816993464,0.5,1.8333333333333335,0,0,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST4,0 cm predicted (outside),51,1.3006535947712419,1.6993464052287581,-0.39869281045751626,3.5,9.5,10,0.19607843137254902,FALSE,FALSE
2026-04-07,Con24,24,Permanent,ST40,0 cm predicted (outside),51,0.3300653594771242,0.4967320261437908,-0.16666666666666663,1.8333333333333335,6.5,2,0.0392156862745098,FALSE,FALSE
2026-04-17,Con25,25,Permanent,ST22,1.0 cm predicted (dashed red),51,1.5751633986928104,2.1797385620915035,-0.6045751633986931,3.666666666666667,9.833333333333334,6,0.11764705882352941,FALSE,FALSE
2026-04-16,Con25,25,Permanent,ST31,1.0 cm predicted (dashed red),51,1.1862745098039216,2.104575163398693,-0.9183006535947713,4.833333333333334,17.833333333333332,7,0.13725490196078433,FALSE,FALSE
2026-04-17,Con25,25,Permanent,ST28,1.5 mm predicted (solid red),51,0.23202614379084965,0.8006535947712418,-0.5686274509803921,0.8333333333333335,2.6666666666666665,0,0,FALSE,FALSE
2026-04-17,Con25,25,Permanent,ST5,1.5 mm predicted (solid red),51,0.5424836601307189,0.5849673202614379,-0.042483660130719025,2.5,6.833333333333333,5,0.09803921568627451,FALSE,FALSE
2026-04-16,Con25,25,Permanent,ST1,0 cm predicted (outside),51,0.42810457516339867,0.6274509803921569,-0.19934640522875818,1.3333333333333335,4.666666666666667,3,0.058823529411764705,FALSE,TRUE
2026-04-17,Con25,25,Permanent,ST2,0 cm predicted (outside),51,0.2777777777777778,0.8398692810457516,-0.5620915032679739,1.3333333333333333,4,2,0.0392156862745098,FALSE,FALSE
2026-04-17,Con25,25,Permanent,ST34,0 cm predicted (outside),51,1.0098039215686274,1.5686274509803921,-0.5588235294117647,3.8333333333333335,6.333333333333333,10,0.19607843137254902,FALSE,FALSE
2026-04-16,Con25,25,Permanent,ST35,0 cm predicted (outside),51,0.1241830065359477,0.49346405228758167,-0.36928104575163395,0.8333333333333334,2,0,0,FALSE,FALSE
2026-04-16,Con25,25,Permanent,ST36,0 cm predicted (outside),51,0.6862745098039216,1.7352941176470589,-1.0490196078431373,2,5,1,0.0196078431372549,FALSE,FALSE
2026-04-17,Con25,25,Permanent,ST38,0 cm predicted (outside),51,0.19607843137254902,0.8790849673202614,-0.6830065359477124,1.5,4.5,1,0.0196078431372549,FALSE,TRUE
2026-04-17,Con25,25,Permanent,ST4,0 cm predicted (outside),51,1.0457516339869282,1.6993464052287581,-0.65359477124183,3.666666666666666,7.333333333333333,7,0.13725490196078433,FALSE,FALSE
2026-04-16,Con25,25,Permanent,ST40,0 cm predicted (outside),51,0.4411764705882353,0.4967320261437908,-0.055555555555555525,3,7,1,0.0196078431372549,FALSE,FALSE
2026-04-16,Con25,25,Permanent,ST45,0 cm predicted (outside),51,0.32026143790849676,0.5816993464052287,-0.26143790849673193,3.166666666666667,4.333333333333333,1,0.0196078431372549,FALSE,FALSE
